Title,Image,Price(Rs),Rating,Number of Reviews,Availability,Link,Resolution,Processor Brand,Processor Type,Processor Speed,Memory Technology,Hard Drive Size,Hard Disk Description,Graphics Coprocessor,Graphics Card Description,Graphics RAM Type,Operating System,Item Weight,Model Year,Computer Memory Type,Graphics Card Ram Size,Total USB ports,Battery Average Life
"ASUS TUF Gaming F15, Intel Core i5-10300H 10th Gen, 15.6"" (39.62 cm) FHD 144Hz, 4GB GTX1650 Graphics, Gaming Laptop (8GB/1TB SSD/Windows 11/RGB Backlit KB/Black/2.3 kg), FX506LH-HN310W",https://m.media-amazon.com/images/I/51oYoXdk0qL._SY300_SX300_QL70_ML2_.jpg,65990,4.9,6,In stock,https://www.amazon.in/ASUS-Gaming-FX506LH-HN310W-i5-10300H-1TBSSD/dp/B09TH6H5HX/ref=sr_1_42?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-42,1920 x 1080 Pixels,Intel,Core i5,4.5 GHz,DDR4,1 TB,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,,SODIMM,4 GB,,6 Hours
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor/15.6""(39.6cms) FHD(8GB/512GB SSD/RTX 3050/144Hz/Win11 Home/RGB), AN515-58,5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/I/41ZUZJsxSuL._SX300_SY300_QL70_ML2_.jpg,79990,4.3,163,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTMyNDAyNTU3NTE2NjcwOjE2ODEwMTkxOTg6c3BfbXRmOjIwMDczMjI3MDE4Njk4OjowOjo&url=%2FAcer-i5-12500H-Processor-Graphics-AN515-58%2Fdp%2FB09WN8FF5T%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019198%26sprefix%3D%252Caps%252C683%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.5 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,DDR4 SDRAM,4 GB,,5 Hours
"ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop, 16"" (40.64 cm) FHD+ 165Hz/3ms, AMD Ryzen 7 6800H, 6GB RTX3060, Gaming Laptop (32GB/2TB SSD/Windows 11/with Office/Black/2.50 Kg), GX650RMZ-LS019WS",https://m.media-amazon.com/images/I/413xCJaNK2L._SY300_SX300_QL70_ML2_.jpg,224990,0,0,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTMyNDAyNTU3NTE2NjcwOjE2ODEwMTkxOTg6c3BfbXRmOjIwMDkxMzQ5ODI4Mzk4OjowOjo&url=%2FASUS-Zephyrus-RTX-3060-Windows-GX650RMZ-LS019WS%2Fdp%2FB0B5S41QMD%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019198%26sprefix%3D%252Caps%252C683%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,1920 x 1200 Pixels,AMD,,4.7 GHz,,2 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,2022,SODIMM,6 GB,5,8 Hours
"ASUS TUF Gaming A15 (2022), 15.6""(39.62 cms) FHD 144Hz, AMD Ryzen 7 6800H, 4GB RTX3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Win 11/with Office/Jaeger Gray/2.2 kg), FA577RE-HN055WS",https://m.media-amazon.com/images/I/41yb65OSkBL._SX300_SY300_QL70_ML2_.jpg,88990,4.4,43,Only 1 left in stock,https://www.amazon.in/ASUS-RTX-3050-Graphics-Battery-FA577RE-HN055WS/dp/B0B56XY444/ref=sr_1_45?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-45,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.7 GHz,,,SSD,NVIDIA GeForce RTX 3050 Ti,Dedicated,GDDR6,Windows 11 Home,2 kg 200 g,2022,SODIMM,4 GB,,1 Hours
"HP Pavilion Gaming 11th Gen Intel Core i5 15.6""(39.6cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144 Hz/B&O/Windows 10 Home/MS Office/2.23Kg), 15-dk2012TX, Black",https://m.media-amazon.com/images/I/41j6O0FtwTL._SX300_SY300_QL70_ML2_.jpg,69057,3.8,39,In stock,https://www.amazon.in/HP-Pavilion-Graphics-Windows-15-dk2012TX/dp/B09J2GR7X3/ref=sr_1_46?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-46,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.4 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 10 Home,2 kg 230 g,2021,DDR4 SDRAM,4,3,
"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN",https://m.media-amazon.com/images/I/41Ra744t9ML._SX300_SY300_QL70_ML2_.jpg,109504,1,2,In stock,https://www.amazon.in/MSI-i5-12450H-Windows-Translucent-A12VE-071IN/dp/B0BW9L9NMM/ref=sr_1_47?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-47,,Intel,Intel Core i5,4.4 GHz,DDR5,,SSD,"RTX 4050, GDDR6 6GB",Dedicated,GDDR6,Windows 11 Home,1 kg 980 g,,DDR5 RAM,6 GB,,
"Lenovo IdeaPad Gaming 3 Intel Core i5-11320H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop(16GB/256GB SSD+1TB/Win 11/Office 2021/NVIDIA RTX 3050 4GB/Alexa/3 Month Game Pass/Shadow Black/2.2Kg)82K101B7IN",https://m.media-amazon.com/images/I/41Y6b5GgEgL._SY300_SX300_QL70_ML2_.jpg,81999,4.2,76,,https://www.amazon.in/Lenovo-IdeaPad-i5-11320H-39-62cm-82K101B7IN/dp/B0B7RWN552/ref=sr_1_48?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-48,1920x1080 Pixels,Intel,Core i5,4.5 GHz,,1 TB,Hybrid,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,2022,DDR4 SDRAM,4 GB,3,8 Hours
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor/15.6""(39.6cms) FHD(8GB/512GB SSD/RTX 3050/144Hz/Win11 Home/RGB), AN515-58,5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/I/41ZUZJsxSuL._SX300_SY300_QL70_ML2_.jpg,79990,4.3,163,In stock,https://www.amazon.in/Acer-i5-12500H-Processor-Graphics-AN515-58/dp/B09WN8FF5T/ref=sr_1_49?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-49,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.5 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,DDR4 SDRAM,4 GB,,5 Hours
HP Victus Gaming Latest AMD Ryzen 7-5800H Processor 16.1inch(40.9cm) QHD Gaming Laptop (16GB RAM/ 1TB SSD/6GB RTX 3060 Graphics/165Hz/3Ms Response Time/Alexa/Win 11/ MSO/Xbox Game Pass)- 16-e0362ax,https://m.media-amazon.com/images/I/41crt2IW+VL._SY300_SX300_.jpg,109990,4.4,62,In stock,https://www.amazon.in/HP-Processor-16-1inch-Graphics-16-e0362ax/dp/B09LM6CYC4/ref=sr_1_50?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-50,2560 X 1440 (QHD) Pixels,AMD,AMD Ryzen 7 5800H,4.4 GHz,,1 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows 11 Home,2 kg 480 g,2021,,6 GB,4,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UMIN",https://m.media-amazon.com/images/I/41M4psgd+jL._SY300_SX300_.jpg,80990,4.4,192,In stock,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K201UMIN/dp/B0B56DRGBC/ref=sr_1_51?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-51,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,3.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 250 g,2022,DDR4 SDRAM,4,3,4.5 Hours
"HP Victus 11th Gen Intel Core i7-11800H 16.1"" FHD Gaming Laptop (16GB RAM/512GB SSD/144 Hz/300 nits/7 ms Response time/GeForce RTX 3060 6GB Graphics/Backlit KB/Win11/MSO) 16-d0361TX Performance Blue",https://m.media-amazon.com/images/I/31Md9jMjEeL._SX300_SY300_QL70_ML2_.jpg,115900,4.1,24,,https://www.amazon.in/HP-i7-11800H-Response-16-d0361TX-Performance/dp/B0B299MTHJ/ref=sr_1_52?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019198&sprefix=%2Caps%2C683&sr=8-52,1920 x 1080 Pixels,Intel,Core i7,4.6 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3060,Integrated,Shared,Windows 11 Home,2 kg 480 g,,,6 GB,,
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,71490,4.3,98,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTMyNDAyNTU3NTE2NjcwOjE2ODEwMTkxOTg6c3BfYnRmOjIwMDYxNDkxNDQwMDk4OjowOjo&url=%2FASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W%2Fdp%2FB09ZXVY6NR%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019198%26sprefix%3D%252Caps%252C683%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,1 Hours
"Acer Aspire 5 Gaming Laptop, Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Win11 Home/4 GB Graphics/GeForce RTX 2050) A515-57G (15.6"",1.8 Kg),5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41dgHDQs4RL._SX300_SY300_QL70_ML2_.jpg,59999,3.9,198,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTMyNDAyNTU3NTE2NjcwOjE2ODEwMTkxOTg6c3BfYnRmOjIwMDU2NzI3MDMyMDk4OjowOjo&url=%2FAcer-12-Cores-Windows-Graphics-A515-57G%2Fdp%2FB0B45RSRQL%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019198%26sprefix%3D%252Caps%252C683%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1920 x 1080 Pixels,Intel,Core i5,3.3 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 2050,Dedicated,GDDR6,Windows 11 Home,1 kg 800 g,,DDR4 SDRAM,4 GB,,
"HP Pavilion Gaming 11th Gen Intel Core i5 15.6""(39.6cm) FHD Gaming Laptop (8GB RAM/512GB SSD/RTX 3050 4GB Graphics/144 Hz/B&O/Windows 10 Home/MS Office/2.23Kg), 15-dk2012TX, Black",https://m.media-amazon.com/images/I/41j6O0FtwTL._SX300_SY300_QL70_ML2_.jpg,69057,3.8,39,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDU0OTEzMDA4MDUyODE5OjE2ODEwMTkyODQ6c3BfYXRmX25leHQ6MjAwNTg1ODE0NzIzOTg6OjA6Og&url=%2FHP-Pavilion-Graphics-Windows-15-dk2012TX%2Fdp%2FB09J2GR7X3%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019284%26sprefix%3D%252Caps%252C683%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.4 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 10 Home,2 kg 230 g,2021,DDR4 SDRAM,4,3,
"HP Victus Gaming Laptop AMD Ryzen 5 5600H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop (8GB RAM/512GB SSD/AMD Radeon RX 6500M Graphics(4GB GDDR6)/144Hz/9ms Response time/Backlit KB/B&O/Alexa),15-fb0777AX",https://m.media-amazon.com/images/I/41b3PmlPPuL._SX300_SY300_QL70_ML2_.jpg,59490,4.5,2,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDU0OTEzMDA4MDUyODE5OjE2ODEwMTkyODQ6c3BfYXRmX25leHQ6MjAxNDE0OTkyNjc2OTg6OjA6Og&url=%2FHP-Graphics-Response-Backlit-15-fb0777AX%2Fdp%2FB0BSG1S3GN%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2HIK3N7L03AWH%26keywords%3Dgaming%2Blaptop%26qid%3D1681019284%26sprefix%3D%252Caps%252C683%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,1920x1080 Pixels,AMD,Ryzen 5,4.2 GHz,DDR4,512 GB,SSD,AMD Radeon RX 6500M,Dedicated,GDDR6,Windows 11 Home,2 kg 370 g,,,,,
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,71490,4.3,98,In stock,https://www.amazon.in/ASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W/dp/B09ZXVY6NR/ref=sr_1_51?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-51,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,1 Hours
"MSI Stealth 17 Studio, Intel 13th Gen. i9-13900H, 43CM FHD 144Hz Mini LED, HDR 1000 Gaming Laptop (64GB/2TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4080, 12GB GDDR6/Core Black/3.3Kg), A13VH-055IN",https://m.media-amazon.com/images/I/41dwcKCDQqL._SX300_SY300_QL70_ML2_.jpg,481830,0,0,Only 2 left in stock,https://www.amazon.in/MSI-Stealth-i9-13900H-Windows-A13VH-055IN/dp/B0BWK3TS1C/ref=sr_1_52?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-52,,Intel,Intel Core i9,5.4 GHz,DDR5,2 TB,SSD,"NVIDIA GeForce RTX 4080, GDDR6 12GB",Dedicated,GDDR6,Windows 11 Home,2 kg 800 g,,DDR5 RAM,,,
"Dell Alienware x15 R1 Windows Gaming Laptop, Inteli7-11800H 16GB, Intel 1TB SSD, Win 11 + MSO'21, NVIDIA RTX 3060 6GB, 15.6"" FHD 300 nits 360Hz + Alien FX, Lunar Light (D569932WIN9, 2.27 kgs)",https://m.media-amazon.com/images/I/416qNYu4PtL._SX300_SY300_QL70_ML2_.jpg,242500,0,0,In stock,https://www.amazon.in/Dell-Alienware-x15-Inteli7-11800H-D569932WIN9/dp/B09S3Y2C9F/ref=sr_1_53?crid=2HIK3N7L03AWH&keywords=gaming+laptop&qid=1681019284&sprefix=%2Caps%2C683&sr=8-53,1920 x 1080 Pixels,Intel,Core i7,2.3 GHz,DDR4,1 TB,SSD,NVIDIA GeForce RTX 3060,Dedicated,GDDR6,Windows,2 kg 270 g,,DDR4 SDRAM,6 GB,,
"ASUS TUF Dash F15 (2022), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-12450H 12th Gen, RTX3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 11/Office 2021/Black/2 kg), FX517ZC-HN036WS",https://m.media-amazon.com/images/I/31bGdREleFL._SX300_SY300_QL70_ML2_.jpg,81990,4.3,141,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTUxOTM0NTg0NDk2MDg1OjE2ODEwMTkyODQ6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDc5NjYzMzIwODk4OjowOjo&url=%2FASUS-15-6-inch-i5-12450H-RTX-3050-FX517ZC-HN036WS%2Fdp%2FB0B3DPZFGF%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB0B3DPZFGF%26pd_rd_r%3Dc3169015-c6d3-48a1-a487-12017b353b07%26pd_rd_w%3Dfve97%26pd_rd_wg%3DyKlun%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3D0VAEH3W0PZYFB781QVY1%26qid%3D1681019284%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-49-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,2 GHz,,,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg,2022,SODIMM,4 GB,3,8 Hours
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB NVIDIAGeForceRTX3050, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506ICB-HN005W",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41LDfnScXZS._SX300_SY300_QL70_ML2_.jpg,71490,4.3,98,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTUxOTM0NTg0NDk2MDg1OjE2ODEwMTkyODQ6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDYxNDkxNDQwMDk4OjoxOjo&url=%2FASUS-15-6-inch-NVIDIA-GeForce-RTX-3050-Battery-FA506ICB-HN005W%2Fdp%2FB09ZXVY6NR%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB09ZXVY6NR%26pd_rd_r%3Dc3169015-c6d3-48a1-a487-12017b353b07%26pd_rd_w%3Dfve97%26pd_rd_wg%3DyKlun%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3D0VAEH3W0PZYFB781QVY1%26qid%3D1681019284%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-50-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Ryzen 7,4.2 GHz,,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,1 Hours
"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, 4GB NVIDIA GeForceGTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Office H&S/Black/2.3 Kg), FX506LHB-HN355WS",https://m.media-amazon.com/images/I/51pwFj984WL._SX300_SY300_QL70_ML2_.jpg,56990,4.3,978,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTUxOTM0NTg0NDk2MDg1OjE2ODEwMTkyODQ6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDYxNDkxNDM5Nzk4OjoyOjo&url=%2FASUS-15-6-inch-i5-10300H-GeForce-GTX-FX506LHB-HN355WS%2Fdp%2FB09ZXM2B4N%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB09ZXM2B4N%26pd_rd_r%3Dc3169015-c6d3-48a1-a487-12017b353b07%26pd_rd_w%3Dfve97%26pd_rd_wg%3DyKlun%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3D0VAEH3W0PZYFB781QVY1%26qid%3D1681019284%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-51-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,AMD,Core i5,2.5 GHz,,512 GB,SSD,NVIDIA GeForce GTX 1650,Dedicated,GDDR6,Windows 11 Home,2 kg 300 g,2021,SODIMM,4 GB,4,14.7 Hours
"Acer Aspire 5 Gaming Laptop Intel Core i5 12th gen (12-Cores) Processor (16 GB/512 GB SSD/Win11 Home/4GB Graphics/RTX 2050) A515-57G (15.6"" FHD Display, 1.8 Kg),Flat Rs: 2000 of All Bank Cards",https://m.media-amazon.com/images/I/41dgHDQs4RL._SX300_SY300_QL70_ML2_.jpg,63999,4,191,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTUxOTM0NTg0NDk2MDg1OjE2ODEwMTkyODQ6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDU5MzI4MzEwMDk4OjozOjo&url=%2FAcer-12-Cores-Processor-Graphics-A515-57G%2Fdp%2FB0B5KTSVTG%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB0B5KTSVTG%26pd_rd_r%3Dc3169015-c6d3-48a1-a487-12017b353b07%26pd_rd_w%3Dfve97%26pd_rd_wg%3DyKlun%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3D0VAEH3W0PZYFB781QVY1%26qid%3D1681019284%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-52-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 x 1080 (FHD) Pixels,Intel,Core i5,3.3 GHz,,512 GB,SSD,NVIDIA GeForce RTX 2050,Dedicated,GDDR6,Windows 11 Home,1 kg 800 g,2022,DDR4 SDRAM,4 GB,4,
"Acer Nitro 5 Gaming Laptop 12th Gen Intel Core i5-12500H Processor/15.6""(39.6cms) FHD(8GB/512GB SSD/RTX 3050/144Hz/Win11 Home/RGB), AN515-58,5% Instant Off on APay ICICI CreditCard (Prime only)",https://m.media-amazon.com/images/I/41ZUZJsxSuL._SX300_SY300_QL70_ML2_.jpg,79990,4.3,163,In stock,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTUxOTM0NTg0NDk2MDg1OjE2ODEwMTkyODQ6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDczMjI3MDE4Njk4Ojo0Ojo&url=%2FAcer-i5-12500H-Processor-Graphics-AN515-58%2Fdp%2FB09WN8FF5T%2Fref%3Dsxin_16_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%253Aamzn1.sym.aecf6855-ca22-4113-9547-36a39dda6fb4%26crid%3D2HIK3N7L03AWH%26cv_ct_cx%3Dgaming%2Blaptop%26keywords%3Dgaming%2Blaptop%26pd_rd_i%3DB09WN8FF5T%26pd_rd_r%3Dc3169015-c6d3-48a1-a487-12017b353b07%26pd_rd_w%3Dfve97%26pd_rd_wg%3DyKlun%26pf_rd_p%3Daecf6855-ca22-4113-9547-36a39dda6fb4%26pf_rd_r%3D0VAEH3W0PZYFB781QVY1%26qid%3D1681019284%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C683%26sr%3D1-53-351ffc08-24e1-40aa-a001-b834a6556c30-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,1920 X 1080 (FHD) Pixels,Intel,Core i5,4.5 GHz,DDR4,512 GB,SSD,NVIDIA GeForce RTX 3050,Dedicated,GDDR6,Windows 11 Home,2 kg 500 g,,DDR4 SDRAM,4 GB,,5 Hours
